Name,Size,Type,Align.,AC,HP,Speeds,STR,DEX,CON,INT,WIS,CHA,Sav. Throws,Skills,WRI,Senses,Languages,CR,Additional,Font,Additional Info,Author
"Misc. Creature, Lion",Large,Beast,U,12,26,50,17,15,13,3,12,8,None,"Perception, Stealth",None,Normal,None,1.00,"Keen Smell, Pack Tactics, Pounce, Running Leap",Monster Manual,,Wizards of the Coast
"Misc. Creature, Lizard",Tiny,Beast,U,10,2,"20, climb 20",2,11,10,1,8,3,None,None,None,Darkvision 30,None,0.00,None,Monster Manual,,Wizards of the Coast
"Misc. Creature, Mammoth",Huge,Beast,U,13,126,40,24,9,21,3,11,6,None,None,None,Normal,None,6.00,Trampling Charge,Monster Manual,,Wizards of the Coast
"Misc. Creature, Mastiff",Medium,Beast,U,12,5,40,13,14,12,3,12,7,None,Perception,None,Normal,None,0.13,"Keen Hearing, Keen Smell",Monster Manual,,Wizards of the Coast
"Misc. Creature, Mule",Medium,Beast,U,10,11,40,14,10,13,2,10,5,None,None,None,Normal,None,0.13,"Beast of Burden, Sure-Footed",Monster Manual,,Wizards of the Coast
"Misc. Creature, Octopus",Small,Beast,U,12,3,"5, swim 30",4,15,11,3,10,4,None,"Perception, Stealth",None,Darkvision 30,None,0.00,"Hold Breath, Underwater Camouflage, Water Breathing",Monster Manual,,Wizards of the Coast
"Misc. Creature, Owl",Tiny,Beast,U,11,1,"5, fly 60",3,13,8,2,12,7,None,"Perception, Stealth",None,Darkvision 120,None,0.00,"FLyby, Keen Hearing, Keen Sight",Monster Manual,,Wizards of the Coast
"Misc. Creature, Panther",Medium,Beast,U,12,13,"50, climb 40",14,15,10,3,14,7,None,"Perception, Stealth",None,Normal,None,0.25,"Keen Smell, Pounce",Monster Manual,,Wizards of the Coast
"Misc. Creature, Phase Spider",Large,Monstrosity,U,13,32,"30, climb 30",15,15,12,6,10,6,None,Stealth,None,Darkvision 60,None,3.00,"Ethereal Jaunt, Spider Climb, Web Walker",Monster Manual,,Wizards of the Coast
"Misc. Creature, Poisonous Snake",Tiny,Beast,U,13,13,"30, swim 30",2,16,11,1,10,3,None,None,None,Blindsight 10,None,0.13,None,Monster Manual,,Wizards of the Coast
"Misc. Creature, Polar Bear",Large,Beast,U,12,42,"40, swim 30",20,10,16,2,13,7,None,Perception,None,Normal,None,2.00,Keen Smell,Monster Manual,,Wizards of the Coast
"Misc. Creature, Pony",Medium,Beast,U,10,11,40,15,10,13,2,11,7,None,None,None,Normal,None,0.13,None,Monster Manual,,Wizards of the Coast
"Misc. Creature, Quipper",Tiny,Beast,U,13,1,swim 40,2,16,9,1,7,2,None,None,None,Darkvision 60,None,0.00,"Blood Frenzy, Water Breathing",Monster Manual,,Wizards of the Coast
"Misc. Creature, Rat",Tiny,Beast,U,10,1,20,2,11,9,2,10,4,None,None,None,Darkvision 30,None,0.00,Keen Smell,Monster Manual,,Wizards of the Coast
"Misc. Creature, Raven",Tiny,Beast,U,12,1,"10, fly 50",2,14,8,2,12,6,None,Perception,None,Normal,None,0.00,Mimicry,Monster Manual,,Wizards of the Coast
"Misc. Creature, Reef Shark",Medium,Beast,U,12,22,swim 40,14,13,13,1,10,4,None,Perception,None,Blindsight 30,None,0.50,"Pack Tactics, Water Breathing",Monster Manual,,Wizards of the Coast
"Misc. Creature, Rhinoceros",Large,Beast,U,11,45,40,21,8,15,2,12,6,None,None,None,Normal,None,2.00,Charge,Monster Manual,,Wizards of the Coast
"Misc. Creature, Riding Horse",Large,Beast,U,10,13,60,16,10,12,2,11,7,None,None,None,Normal,None,0.25,None,Monster Manual,,Wizards of the Coast
"Misc. Creature, Saber-Toothed Tiger",Large,Beast,U,12,52,40,18,14,15,3,12,8,None,"Perception, Stealth",None,Normal,None,2.00,"Keen Smell, Pounce",Monster Manual,,Wizards of the Coast
"Misc. Creature, Scorpion",Tiny,Beast,U,11,1,10,2,11,8,1,8,2,None,None,None,Normal,None,0.00,None,Monster Manual,,Wizards of the Coast
"Misc. Creature, Sea Horse",Tiny,Beast,U,11,1,swim 20,1,12,8,1,10,2,None,None,None,Normal,None,0.00,Water Breathing,Monster Manual,,Wizards of the Coast
"Misc. Creature, Spider",Tiny,Beast,U,12,1,"20, climb 20",2,14,8,1,10,2,None,Stealth,None,Darkvision 30,None,0.00,"Spider Climb, Web Sense, Web Walker",Monster Manual,,Wizards of the Coast
"Misc. Creature, Swarm of Bats",Medium,Beast,U,12,22,fly 30,5,15,10,2,12,4,None,None,"Bludgeoningres, piercingres, slashingres, charmedimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, proneimmu, restrainedimmu, stunnedimmu",Blindsight 60,None,0.25,"Echolocation, Keen Hearing Swarm",Monster Manual,,Wizards of the Coast
"Misc. Creature, Swarm of Insects",Medium,Beast,U,12,22,"20, climb 20",3,13,10,1,7,1,None,None,"Bludgeoningres, piercingres, slashingres, charmedimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, proneimmu, restrainedimmu, stunnedimmu",Blindsight 10,None,0.50,Swarm,Monster Manual,,Wizards of the Coast
"Misc. Creature, Swarm of Poisonous Snakes",Medium,Beast,U,14,36,"30, swim 30",8,18,11,1,10,3,None,None,"Bludgeoningres, piercingres, slashingres, charmedimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, proneimmu, restrainedimmu, stunnedimmu",Blindsight 10,None,2.00,Swarm,Monster Manual,,Wizards of the Coast
"Misc. Creature, Swarm of Quippers",Medium,Beast,U,13,28,swim 40,13,16,9,1,7,2,None,None,"Bludgeoningres, piercingres, slashingres, charmedimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, proneimmu, restrainedimmu, stunnedimmu",Normal,None,1.00,"Blood Frenzy, Swarm, Water Breathing",Monster Manual,,Wizards of the Coast
"Misc. Creature, Swarm of Rats",Medium,Beast,U,10,24,30,9,11,9,2,10,3,None,None,"Bludgeoningres, piercingres, slashingres, charmedimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, proneimmu, restrainedimmu, stunnedimmu",Normal,None,0.25,"Keen Smell, Swarm",Monster Manual,,Wizards of the Coast
"Misc. Creature, Swarm of Ravens",Medium,Beast,U,12,24,"10, fly 50",6,14,8,3,12,6,None,Perception,"Bludgeoningres, piercingres, slashingres, charmedimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, proneimmu, restrainedimmu, stunnedimmu",Normal,None,0.25,Swarm,Monster Manual,,Wizards of the Coast
"Misc. Creature, Tiger",Large,Beast,U,12,37,40,17,15,14,3,12,8,None,"Perception, Stealth",None,Darkvision 60,None,1.00,"Keen Smell, Pounce",Monster Manual,,Wizards of the Coast
"Misc. Creature, Vulture",Medium,Beast,U,10,5,"10, fly 50",7,10,13,2,12,4,None,Perception,None,Normal,None,0.00,"Keen Sight, Keen Smell, Pack Tactics",Monster Manual,,Wizards of the Coast
"Misc. Creature, Warhorse",Large,Beast,U,11,19,60,18,12,13,2,12,7,None,None,None,Normal,None,0.50,Trampling Charge,Monster Manual,,Wizards of the Coast
"Misc. Creature, Weasel",Tiny,Beast,U,13,1,30,3,16,8,2,12,3,None,"Perception, Stealth",None,Normal,None,0.00,"Keen Hearing, Keen Smell",Monster Manual,,Wizards of the Coast
"Misc. Creature, Winter Wolf",Large,Monstrosity,NE,13,75,50,18,13,14,7,12,8,None,"Perception, Stealth",Coldimmu,Normal,"Common, Giant, Own",3.00,"Keen Hearing, Keen Smell, Pack Tactics, Snow Camouflage",Monster Manual,,Wizards of the Coast
"Misc. Creature, Wolf",Medium,Beast,U,13,11,40,12,15,12,3,12,6,None,"Perception, Stealth",None,Normal,None,0.25,"Keen Hearing, Keen Smell, Pack Tactics",Monster Manual,,Wizards of the Coast
"Misc. Creature, Worg",Large,Monstrosity,NE,13,26,50,16,13,13,7,11,8,None,Perception,None,Darkvision 60,"Goblin, Own",0.50,"Keen Hearing, Keen Smell",Monster Manual,,Wizards of the Coast
"Modron, Duodrone",Medium,Construct,LN,15,11,30,11,13,12,6,10,7,None,None,None,Truesight 120,Modron,0.25,"Axiomatic Mind, Disintegration",Monster Manual,,Wizards of the Coast
"Modron, Monodrone",Medium,Construct,LN,15,5,"30, fly 30",1,13,12,4,10,5,None,None,None,Truesight 120,Modron,0.13,"Axiomatic Mind, Disintegration",Monster Manual,,Wizards of the Coast
"Modron, Pentadrone",Large,Construct,LN,16,32,40,15,14,12,10,10,13,None,Perception,None,Truesight 120,Modron,2.00,"Axiomatic Mind, Disintegration",Monster Manual,,Wizards of the Coast
"Modron, Quadrone",Medium,Construct,LN,16,22,"30, fly 30",12,14,12,10,10,11,None,Perception,None,Truesight 120,Modron,1.00,"Axiomatic Mind, Disintegration",Monster Manual,,Wizards of the Coast
"Modron, Tridrone",Medium,Construct,LN,15,16,30,12,13,12,9,10,9,None,None,None,Truesight 120,Modron,0.50,"Axiomatic Mind, Disintegration",Monster Manual,,Wizards of the Coast
Mongrelfolk,Medium,Humanoid (Mongrelfolk),ANY,11,26,20,12,9,15,9,10,6,None,"Deception, Perception, Stealth",None,Normal,Common,0.25,Mimicry,Curse of Strahd,,Wizards of the Coast
Morkoth,Medium,Aberration,CE,17,130,"25, swim 50",14,14,14,20,15,13,"DEX, INT, WIS","Arcana, History, Perception, Stealth",Nonmagicalres,"Blindsight 30, darkvision 120",Telepathy 120,11.00,"Amphibious, Normal Spellcasting",Volo's Guide to Monsters,,Wizards of the Coast
Mummy,Medium,Undead,LE,11,58,20,16,8,15,6,10,12,WIS,None,"Fireweak, nonmagicalres, necroticimmu, poisonimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, poisonedimmu",Darkvision 60,Any,3.00,None,Monster Manual,,Wizards of the Coast
Mummy Lord,Medium,Undead,LE,17,97,20,18,10,17,11,18,16,"CON, INT, WIS, CHA","History, Religion","Fireweak, necroticimmu, poisonimmu, nonmagicalimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, poisonedimmu",Darkvision 60,Any,15.00,"Magic Resistance, Rejuvenation, Normal Spellcasting, Legendary, Lair",Monster Manual,,Wizards of the Coast
Myconid Adult,Medium,Plant,LN,12,22,20,10,10,12,10,13,7,None,None,None,Darkvision 120,None,0.50,"Distress Spores, Sun Sickness",Monster Manual,,Wizards of the Coast
Myconid Sovereign,Large,Plant,LN,13,60,30,12,10,14,13,15,10,None,None,None,Darkvision 120,None,2.00,"Distress Spores, Sun Sickness",Monster Manual,,Wizards of the Coast
Myconid Sprout,Small,Plant,LN,10,7,10,8,10,10,8,11,5,None,None,None,Darkvision 120,None,0.00,"Distress Spores, Sun Sickness",Monster Manual,,Wizards of the Coast
Naergoth Bladelord,Medium,Undead,NE,18,135,30,20,12,16,12,14,16,"DEX, WIS","Perception, Stealth","Necroticres, nonmagicalres, poisonimmu, exhaustionimmu, poisonedimmu",Darkvision 60,"Common, Draconic",11.00,Sunlight Sensitivity,Rise of Tiamat,,Wizards of the Coast
"Naga, Bone",Large,Undead,LE,15,58,30,15,16,12,15,15,16,None,None,"Poisonimmu, charmedimmu, exhaustionimmu, paralyzedimmu, poisonedimmu",Darkvision 60,"Common, Any",4.00,Normal Spellcasting,Monster Manual,,Wizards of the Coast
"Naga, Guardian",Large,Monstrosity,LG,18,127,40,19,18,16,16,19,18,"DEX, CON, INT, WIS, CHA",None,"Poisonimmu, charmedimmu, poisonedimmu",Darkvision 60,"Celestial, Common",10.00,"Rejuvenation, Normal Spellcasting",Monster Manual,,Wizards of the Coast
"Naga, Spirit",Large,Monstrosity,CE,15,75,40,18,17,14,16,15,16,"DEX, CON, INT, WIS, CHA",None,"Poisonimmu, charmedimmu, poisonedimmu",Darkvision 60,Abyssal Common,8.00,"Rejuvenation, Normal Spellcasting",Monster Manual,,Wizards of the Coast
Nagpa,Medium,Humanoid (Nagpa),NE,19,187,30,9,15,12,23,18,21,"INT, WIS, CHA","Arcana, Deception, History, Insight, Perception",None,Truesight 120,"Common, Any",17.00,"Corruption, Paralysis, Normal Spellcasting",Mordenkainen's Tome of Foes,,Wizards of the Coast
Neogi,Small,Aberration,LE,15,33,"30, climb 30",6,16,14,13,12,15,None,"Intimidation, Perception",None,Darkvision 60,"Common, Deep SPeech, Undercommon",3.00,"Mental Fortitude, Spider Climb",Volo's Guide to Monsters,,Wizards of the Coast
Neogi Hatchling,Tiny,Aberration,LE,11,7,"20, climb 20",3,13,10,6,10,9,None,None,None,Darkvision 60,None,0.13,"Mental Fortitude, Spider Climb",Volo's Guide to Monsters,,Wizards of the Coast
Neogi Master,Medium,Aberration,LE,15,71,"30, climb 30",6,16,14,16,12,18,WIS,"Arcana, Deception, Intimidation, Perception, Persuasion",None,Darkvision 120,"Common, Deep Speech, Undercommon",4.00,"Mental Fortitude, Normal Spellcasting, Spider Climb",Volo's Guide to Monsters,,Wizards of the Coast
Neothelid,Gargantuan,Aberration,CE,16,325,30,27,7,21,3,16,12,"INT, WIS, CHA",None,None,Blindsight 120,None,13.00,"Creature Sense, Innate Spellcasting (Psionics), Magic Resistance",Volo's Guide to Monsters,,Wizards of the Coast
Nereid,Medium,Fey,ANY CHAOTIC,13,44,"30, swim 60",10,17,12,13,14,16,None,"Acrobatics, Nature, Stealth, Survival",None,Darkvision 60,"Aquan, Common, Elvish, Sylvan",2.00,"Amphibious, Aquatic Invisibility, Mantle Dependent, Shape Water, Speak with Animals",Tales from the Yawning Portal,,Wizards of the Coast
Nightmare,Large,Fiend,NE,13,68,"60, fly 90",18,15,16,10,13,15,None,None,Fireimmu,Normal,"Abyssal, Common, Infernal",3.00,"Confer Fire Resistance, Illumination",Monster Manual,,Wizards of the Coast
Nightwalker,Huge,Undead,CE,14,297,"40, fly 40",22,19,24,6,9,8,CON,None,"Acidres, coldres, fireres, lightningres, thunderres, nonmagicalres, necroticimmu, poisonimmu, charmedimmu, exhaustionimmu, grappledimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu, restrainedimmu",Darkvision 120,None,20.00,"Annihilating Aura, Life Eater",Mordenkainen's Tome of Foes,,Wizards of the Coast
Nilbog,Small,Humanoid (Goblinoid),CE,13,7,30,8,14,10,10,8,15,None,Stealth,None,Darkvision 60,"COmmon, Goblin",1.00,"Innate Spellcasting, Nilbogism, Nimble Escape",Volo's Guide to Monsters,,Wizards of the Coast
Nothic,Medium,Aberration,NE,15,45,30,14,16,16,13,10,8,None,"Arcana, Insight, Perception, Stealth",None,Truesight 120,Undercommon,2.00,Keen Sight,Monster Manual,,Wizards of the Coast
"NPC, Abjurer",Medium,Humanoid (Any Race),ANY,12,84,30,9,14,14,18,12,11,"INT, WIS","Arcana, History",None,Normal,Any,9.00,"Normal Spellcasting, Arcane Ward",Volo's Guide to Monsters,,Wizards of the Coast
"NPC, Acolyte",Medium,Humanoid,ANY,10,9,30,10,10,10,10,14,11,None,"Medicine, Religion",None,Normal,Any,0.25,Normal Spellcasting,Monster Manual,,Wizards of the Coast
"NPC, Apprentice Wizard",Medium,Humanoid (Any Race),ANY,10,9,30,10,10,10,14,10,11,None,"Arcana, History",None,Normal,Any,0.25,Normal Spellcasting,Volo's Guide to Monsters,,Wizards of the Coast
"NPC, Archdruid",Medium,Humanoid (Any Race),ANY,16,132,30,10,14,12,12,20,11,"INT, WIS","Medicine, Nature, Perception",None,Normal,"Druidic, Any",12.00,Normal Spellcasting,Volo's Guide to Monsters,,Wizards of the Coast
"NPC, Archer",Medium,Humanoid (Any Race),ANY,16,75,30,11,18,16,11,13,10,None,"Acrobatics, Perception, Stealth",None,Normal,Any,3.00,Archer's Eye,Volo's Guide to Monsters,,Wizards of the Coast
"NPC, Archmage",Medium,Humanoid,ANY,12,99,30,10,14,12,20,15,16,"INT, WIS","Arcana, History","Spellres, nonmagicalres",Normal,Any,12.00,"Magic Resistance, Normal Spellcasting",Monster Manual,,Wizards of the Coast
"NPC, Assassin",Medium,Humanoid,NOT GOOD,15,78,30,11,16,14,13,11,10,"DEX, INT","Acrobatics, Deception, Perception, Stealth",Poisonres,Normal,"Thieves' Cant, Any",8.00,"Assassinate, Evasion, Sneak Attack",Monster Manual,,Wizards of the Coast
"NPC, Bandit",Medium,Humanoid,NOT LAWFUL,12,11,30,11,12,12,10,10,10,None,None,None,Normal,Any,0.13,None,Monster Manual,,Wizards of the Coast
"NPC, Bandit Captain",Medium,Humanoid,NOT LAWFUL,15,65,30,15,16,14,14,11,14,"STR, DEX, WIS","Athletics, Deception",None,Normal,Any,2.00,None,Monster Manual,,Wizards of the Coast
"NPC, Bard",Medium,Humanoid (Any Race),ANY,15,44,30,11,14,12,10,13,14,"DEX, WIS","Acrobatics, Perception, Performance",None,Normal,Any,2.00,"Normal SPellcasting, Song of Rest, Taunt",Volo's Guide to Monsters,,Wizards of the Coast
"NPC, Berserker",Medium,Humanoid,ANY CHAOTIC,13,67,30,16,12,17,9,11,9,None,None,None,Normal,Any,2.00,Reckless,Monster Manual,,Wizards of the Coast
"NPC, Blackguard",Medium,Humanoid (Any Race),NOT GOOD,18,153,30,18,11,18,11,14,15,"WIS, CHA","Athletics, Deception, Intimidation",None,Normal,Any,8.00,Normal Spellcasting,Volo's Guide to Monsters,,Wizards of the Coast
"NPC, Champion",Medium,Humanoid (Any Race),ANY,18,143,30,20,15,14,10,14,12,"STR, CON","Athletics, Intimidation, Perception",None,Normal,Any,9.00,"Indomitable, Second Wind",Volo's Guide to Monsters,,Wizards of the Coast
"NPC, Commoner",Medium,Humanoid,ANY,10,4,30,10,10,10,10,10,10,None,None,None,Normal,Any,0.00,None,Monster Manual,,Wizards of the Coast
"NPC, Conjurer",Medium,Humanoid (Any Race),ANY,12,40,30,9,14,11,17,12,11,"INT, WIS","Arcana, History",None,Normal,Any,6.00,"Normal Spellcasting, Benign Transportation",Volo's Guide to Monsters,,Wizards of the Coast
"NPC, Cult Fanatic",Medium,Humanoid,NOT GOOD,13,33,30,11,14,12,10,13,14,None,"Deception, Persuasion, Religion",None,Normal,Any,2.00,"Dark Devotion, Normal Spellcasting",Monster Manual,,Wizards of the Coast
"NPC, Cultist",Medium,Humanoid,NOT GOOD,12,9,30,11,12,10,10,11,10,None,"Deception, Religion",None,Normal,Any,0.13,Dark Devotion,Monster Manual,,Wizards of the Coast
"NPC, Diviner",Medium,Humanoid (Any Race),ANY,12,67,30,9,14,11,18,12,11,"INT, WIS","Arcana, History",None,Normal,Any,8.00,"Normal Spellcasting, Portent",Volo's Guide to Monsters,,Wizards of the Coast
"NPC, Druid",Medium,Humanoid,ANY,11,27,30,10,12,13,12,15,11,None,"Medicine, Nature, Perception",None,Normal,"Druidic, Any",2.00,Normal Spellcasting,Monster Manual,,Wizards of the Coast
"NPC, Enchanter",Medium,Humanoid (Any Race),ANY,12,40,30,9,14,11,17,12,11,"INT, WIS","Arcana, History",None,Normal,Any,5.00,Normal SPellcasting,Volo's Guide to Monsters,,Wizards of the Coast
"NPC, Evoker",Medium,Humanoid (Any Race),ANY,12,66,30,9,14,12,17,12,11,"INT, WIS","Arcana, History",None,Normal,Any,9.00,"Normal Spellcasting, Sculpt Spells",Volo's Guide to Monsters,,Wizards of the Coast
"NPC, Gladiator",Medium,Humanoid,ANY,16,112,30,18,15,16,10,12,15,"STR, DEX, CON, INT, WIS","Athletics, Intimidation",None,Normal,Any,5.00,"Brave, Brute",Monster Manual,,Wizards of the Coast
"NPC, Guard",Medium,Humanoid,ANY,16,11,30,13,12,12,10,11,10,None,Perception,None,Normal,Any,0.13,None,Monster Manual,,Wizards of the Coast
"NPC, Illusionist",Medium,Humanoid (Any Race),ANY,12,38,30,9,14,13,16,11,12,"INT, WIS","Arcana, History",None,Normal,Any,3.00,"Normal Spellcasting, Displacement",Volo's Guide to Monsters,,Wizards of the Coast
"NPC, Knight",Medium,Humanoid,ANY,18,52,30,16,11,14,11,11,15,"CON, WIS",None,None,Normal,Any,3.00,Brave,Monster Manual,,Wizards of the Coast
"NPC, Kraken Priest",Medium,Humanoid (Any Race),ANY,10,75,"30, swim 30",12,10,16,10,15,14,None,Perception,None,Normal,Any,5.00,"Amphibious, Innate Spellcasting",Volo's Guide to Monsters,,Wizards of the Coast
"NPC, Mage",Medium,Humanoid,ANY,12,40,30,9,14,11,17,12,11,"INT, WIS","Arcana, History",None,Normal,Any,6.00,Normal Spellcasting,Monster Manual,,Wizards of the Coast
"NPC, Martial Arts Adept",Medium,Humanoid (Any Race),ANY,16,60,40,11,17,13,11,16,10,None,"Acrobatics, Insight, Stealth",None,Normal,Any,3.00,Unarmored Defense,Volo's Guide to Monsters,,Wizards of the Coast
"NPC, Master Thief",Medium,Humanoid (Any Race),ANY,16,84,30,11,18,14,11,11,12,"DEX, INT","Acrobatics, Athletics, Perception, Sleight of Hand, Stealth",None,Normal,"Any, Thieves' Cant",5.00,"Cunning ACtion, Evasion, Sneak Attack",Volo's Guide to Monsters,,Wizards of the Coast
"NPC, Necromancer",Medium,Humanoid (Any Race),ANY,12,66,30,9,14,12,17,12,11,"INT, WIS","Arcana, History",Necroticres,Normal,Any,9.00,"Normal Spellcasting, Grim Harvest",Volo's Guide to Monsters,,Wizards of the Coast
"NPC, Noble",Medium,Humanoid,ANY,15,9,30,11,12,11,12,14,16,None,"Deception, Insight, Persuasion",None,Normal,Any,0.13,None,Monster Manual,,Wizards of the Coast
"NPC, Priest",Medium,Humanoid,ANY,13,27,25,10,10,12,13,16,13,None,"Medicine, Persuasion, Religion",None,Normal,Any,2.00,"Divine Eminence, Spellcasting",Monster Manual,,Wizards of the Coast
"NPC, Scout",Medium,Humanoid,ANY,13,16,30,11,14,12,11,13,11,None,"Nature, Perception, Stealth, Survival",None,Normal,Any,0.50,"Keen Hearing, Keen Sight",Monster Manual,,Wizards of the Coast
"NPC, Spy",Medium,Humanoid,ANY,12,27,30,10,15,10,12,14,16,None,"Deception, Insight, Investigation, Perception, Persuasion, Sleight of Hand, Stealth",None,Normal,Any,1.00,"Cunning Action, Sneak Attack",Monster Manual,,Wizards of the Coast
"NPC, Swashbuckler",Medium,Humanoid (Any Race),NOT LAWFUL,17,66,30,12,18,12,14,11,15,None,"Acrobatics, Athletics, Persuasion",None,Normal,Any,3.00,"Lightfooted, Suave Defense",Volo's Guide to Monsters,,Wizards of the Coast
"NPC, Thug",Medium,Humanoid,NOT GOOD,11,32,30,15,11,14,10,10,11,None,Intimidation,None,Normal,Any,0.50,Pack Tactics,Monster Manual,,Wizards of the Coast
"NPC, Transmuter",Medium,Humanoid (Any Race),ANY,12,40,30,9,14,11,17,12,11,"INT, WIS","Arcana, History",None,Normal,Any,5.00,"Normal Spellcasting, Transmuter's Stone",Volo's Guide to Monsters,,Wizards of the Coast
